"iata","name","state","country","latitude","longitude","totalflights","numberofdelays","delaypercentage"
"D95","Dupont-Lapeer","MI","USA","43.06703333","-83.27244444","","",""
"F24","Minden-Webster","LA","USA","32.64601","-93.29808556","","",""
"VTA","Newark-Heath","OH","USA","40.024675","-82.46182194","","",""
"DET","Detroit City","MI","USA","42.40919444","-83.00986111","","",""
"BJC","Jeffco","CO","USA","39.90878667","-105.1172158","","",""
"4A2","Atmautluak","AK","USA","60.86674556","-162.2731389","","",""
"5W8","Siler City Municipal","NC","USA","35.7029175","-79.50529972","","",""
"40J","Perry-Foley","FL","USA","30.06927778","-83.58058333","","",""
"KKA","Koyuk","AK","USA","64.93404056","-161.158145","","",""
"HVE","Hanksville","UT","USA","38.41803722","-110.7040378","","",""
"1R1","Jena","LA","USA","31.671005","-92.15846722","","",""
"AEL","Albert Lea Municipal","MN","USA","43.68151278","-93.36723778","","",""
"CRE","Grand Strand","SC","USA","33.81175","-78.72394444","","",""
"HII","Lake Havasu City","AZ","USA","34.56816056","-114.3561783","","",""
"AGN","Angoon SPB","AK","USA","57.50355528","-134.5850939","","",""
"CWI","Clinton Municipal","IA","USA","41.8311125","-90.32913056","","",""
"7S7","Valier","MT","USA","48.29997583","-112.2508711","","",""
"6B6","Minute Man Airfield","MA","USA","42.46045361","-71.51791444","","",""
"4G5","Monroe County","OH","USA","39.77904472","-81.10277222","","",""
"JQF","Concord Regional","NC","USA","35.38520694","-80.70971389","","",""
"FKL","Chess-Lamberton","PA","USA","41.37787361","-79.86036167","","",""
"WJF","General Wm. J. Fox Airfield","CA","USA","34.74095944","-118.2189489","","",""
"4I7","Putnam County","IN","USA","39.63359556","-86.8138325","","",""
"LLU","Lamar Municipal","MO","USA","37.4894925","-94.31150444","","",""
"F18","Cleburne Municipal","TX","USA","32.35376389","-97.43375","","",""
"LKP","Lake Placid","NY","USA","44.26447361","-73.96186639","","",""
"HBC","Mohall Municipal","ND","USA","48.76838333","-101.5369953","","",""
"PEO","Penn Yan","NY","USA","42.63813556","-77.05306083","","",""
"GDV","Dawson Community","MT","USA","47.13871861","-104.8071994","","",""
"JST","Johnstown-Cambria Cty","PA","USA","40.31611111","-78.83394444","","",""
"2J5","Millen","GA","USA","32.89376972","-81.96511583","","",""
"6A8","Allakaket","AK","USA","66.55194444","-152.6222222","","",""
"95F","Cleveland Municipal","OK","USA","36.28340306","-96.46418833","","",""
"PSB","Mid-State","PA","USA","40.88439139","-78.08734167","","",""
"2O6","Chowchilla","CA","USA","37.11244417","-120.2468406","","",""
"67L","Mesquite","NV","USA","36.83497556","-114.0552453","","",""
"ATA","Hall-Miller Municipal","TX","USA","33.101805","-94.19532694","","",""
"X06","Arcadia Municipal","FL","USA","27.19199444","-81.83730472","","",""
"C77","Poplar Grove ","IL","USA","42.32268639","-88.83651833","","",""
"HLX","Twin County","VA","USA","36.76611472","-80.82356556","","",""
"F06","Marian Airpark","TX","USA","34.84561083","-100.1959481","","",""
"RKD","Knox County Regional","ME","USA","44.06008333","-69.09925","","",""
"SBY","Salisbury-Ocean City: Wicomico Regional","MD","USA","38.34052611","-75.51028806","","",""
"OWI","Ottawa Municipal","KS","USA","38.53866667","-95.25297222","","",""
"9S7","Winifred","MT","USA","47.55164778","-109.3776792","","",""
"CGZ","Casa Grande Municipal","AZ","USA","32.95488889","-111.7668333","","",""
"TVY","Tooele Valley","UT","USA","40.6122725","-112.3507719","","",""
"ASW","Warsaw Municipal","IN","USA","41.2747","-85.84005556","","",""
"IRS","Kirsch Municipal","MI","USA","41.8128725","-85.43906111","","",""
"AFO","Afton Municipal","WY","USA","42.71124583","-110.9421639","","",""
"1M4","Posey ","AL","USA","34.28034806","-87.60044139","","",""
"9U4","Dixon","WY","USA","41.03829806","-107.4972869","","",""
"T72","Hearne Municipal","TX","USA","30.87182917","-96.62222639","","",""
"SOW","Show Low Municipal","AZ","USA","34.26527194","-110.0054075","","",""
"PTW","Pottstown Limerick","PA","USA","40.23957167","-75.55662528","","",""
"6S5","Ravalli County","MT","USA","46.25149444","-114.1255403","","",""
"46D","Carrington Municipal","ND","USA","47.45111111","-99.15111111","","",""
"W78","William M Tuck","VA","USA","36.710045","-78.84802028","","",""
"BKV","Hernando County","FL","USA","28.47359722","-82.45542139","","",""
"5HO","Hope","AK","USA","60.90415028","-149.6238389","","",""
"EEK","Eek","AK","USA","60.21590417","-162.0056092","","",""
"LRJ","Le Mars Municipal","IA","USA","42.77801778","-96.19368944","","",""
"IMS","Madison Municipal","IN","USA","38.75888889","-85.46552778","","",""
"CZL","Tom B David ","GA","USA","34.45678278","-84.93949944","","",""
"LOL","Derby ","NV","USA","40.066405","-118.5651664","","",""
"PWT","Bremerton National","WA","USA","47.49275361","-122.7624286","","",""
"5NN","Nondalton","AK","USA","59.97904306","-154.8396944","","",""
"MRC","Maury County","TN","USA","35.55413889","-87.17891667","","",""
"PRX","Cox ","TX","USA","33.63660667","-95.45073194","","",""
"GWW","Goldsboro-Wayne Municipal","NC","USA","35.46055444","-77.96493306","","",""
"4J1","Brantley County","GA","USA","31.21272417","-81.90539083","","",""
"OKZ","Kaolin ","GA","USA","32.96672222","-82.83816667","","",""
"F29","Clarence E. Page Municipal","OK","USA","35.4880825","-97.82354556","","",""
"0B1","Col. Dyke ","ME","USA","44.42506444","-70.80784778","","",""
"TLT","Tuluksak","AK","USA","61.09676222","-160.9684167","","",""
"EKX","Elizabethtown","KY","USA","37.68694444","-85.92377778","","",""
"09K","Sargent Municipal","NE","USA","41.63695083","-99.34038139","","",""
"L05","Kern Valley","CA","USA","35.72828472","-118.4198069","","",""
"8D3","Sisseton Municipal","SD","USA","45.67079278","-96.99619167","","",""
"MHM","Minchumina","AK","USA","63.880565","-152.3006756","","",""
"SMS","Sumter Municipal","SC","USA","33.99569444","-80.3615","","",""
"MIC","Crystal","MN","USA","45.06198611","-93.3539375","","",""
"SPW","Spencer Municipal","IA","USA","43.16552778","-95.20280556","","",""
"CNP","Billy G Ray ","NE","USA","41.07747222","-102.4640556","","",""
"RSN","Ruston Regional","LA","USA","32.51444444","-92.58833333","","",""
"GUM","Guam International","GU","USA","13.48345","-144.7959825","","",""
"AEG","Double Eagle II","NM","USA","35.14515278","-106.7951617","","",""
"JKL","Julian Carroll","KY","USA","37.59386111","-83.31725","","",""
"AJG","Mt Carmel Municipal","IL","USA","38.60654722","-87.72669417","","",""
"RDG","Reading Muni,Gen Carl A Spaatz","PA","USA","40.3785","-75.96525","","",""
"JAS","Jasper County -Bell ","TX","USA","30.89058333","-94.03483333","","",""
"CCY","Charles City Municipal","IA","USA","43.07260861","-92.61077833","","",""
"HEI","Hettinger Municipal","ND","USA","46.01494444","-102.6559722","","",""
"H45","Seminole Municipal","OK","USA","35.27467806","-96.67516194","","",""
"PMH","Greater Portsmouth Regional","OH","USA","38.84047","-82.84731361","","",""
"11D","Clarion Cty","PA","USA","41.22581222","-79.44098972","","",""
"JFX","Walker County","AL","USA","33.90199528","-87.31416639","","",""
"HRI","Hermiston Muni","OR","USA","45.82822222","-119.2591667","","",""
"4S9","Portland-Mulino","OR","USA","45.21632417","-122.5900839","","",""
"T74","Taylor Municipal","TX","USA","30.57194444","-97.44316667","","",""
"LNN","Lost Nation","OH","USA","41.68391667","-81.39030556","","",""
"TMB","Kendall-Tamiami Executive","FL","USA","25.64788889","-80.43277778","","",""
"72S","Rosalia Municipal","WA","USA","47.23683778","-117.4210244","","",""
"CRG","Craig Municipal","FL","USA","30.33633333","-81.51444444","","",""
"CRQ","McClellan-Palomar","CA","USA","33.12822222","-117.2802222","","",""
"O37","Haigh ","CA","USA","39.72124194","-122.1466508","","",""
"55S","Packwood","WA","USA","46.60400083","-121.6778664","","",""
"ONO","Ontario Muni","OR","USA","44.02052417","-117.013635","","",""
"EVU","Maryville Memorial","MO","USA","40.35260167","-94.91552722","","",""
"IER","Natchitoches Municipal","LA","USA","31.73572","-93.09913639","","",""
"ELN","Bowers ","WA","USA","47.03302778","-120.5306944","","",""
"DYT","Sky Harbor","MN","USA","46.72186083","-92.04343889","","",""
"PTD","Potsdam Muni-Damon ","NY","USA","44.67666917","-74.94844639","","",""
"ADU","Audubon Municipal","IA","USA","41.70137556","-94.92054167","","",""
"PNM","Princeton Municipal","MN","USA","45.55986778","-93.60821611","","",""
"OKV","Winchester Regional","VA","USA","39.14352139","-78.14444444","","",""
"AK5","Perryville","AK","USA","55.90806056","-159.1585781","","",""
"1L1","Lincoln Co","NV","USA","37.78746444","-114.4216567","","",""
"TZR","Bolton ","OH","USA","39.90081778","-83.13719361","","",""
"O48","Little River","CA","USA","39.26203778","-123.7537347","","",""
"K67","Oswego Municipal","KS","USA","37.15978667","-95.04246222","","",""
"LAM","Los Alamos","NM","USA","35.87980194","-106.2694153","","",""
"HIE","Mt Washington Regional","NH","USA","44.36761639","-71.54447111","","",""
"SSQ","Shell Lake Municipal","WI","USA","45.73138139","-91.92066194","","",""
"11J","Early County","GA","USA","31.39698611","-84.89525694","","",""
"TVL","Lake Tahoe","CA","USA","38.89388167","-119.9953347","","",""
"5I4","Sheridan","IN","USA","40.17792583","-86.21729889","","",""
"H05","Wilburton Municipal","OK","USA","34.91954278","-95.39469722","","",""
"PVC","Provincetown Municipal","MA","USA","42.07199833","-70.22137667","","",""
"IPT","Williamsport-Lycoming Cty","PA","USA","41.24183583","-76.92109556","","",""
"2A9","Kotlik","AK","USA","63.03116111","-163.5299278","","",""
"S24","Sandusky Co","OH","USA","41.29570556","-83.03723056","","",""
"OXB","Ocean City","MD","USA","38.31044444","-75.12397222","","",""
"TCC","Tucumcari Municipal","NM","USA","35.18277806","-103.6031853","","",""
"M65","Wynne Municipal","AR","USA","35.23160167","-90.76155111","","",""
"16A","Nunapitchuk","AK","USA","60.90582833","-162.4391158","","",""
"25R","International","TX","USA","26.44201083","-98.12945306","","",""
"FOT","Rohnerville","CA","USA","40.55393583","-124.1326589","","",""
"RIU","Rancho Murieta","CA","USA","38.4887975","-121.1024447","","",""
"THP","Hot Springs County-Thermopolis Municipal","WY","USA","43.65828917","-108.2131542","","",""
"JKJ","Moorhead Municipal ","MN","USA","46.83919194","-96.66313028","","",""
"CAV","Clarion Municipal","IA","USA","42.74194389","-93.75890944","","",""
"48K","Ness City Municipal","KS","USA","38.47110278","-99.90806667","","",""
"23J","Herlong","FL","USA","30.27778889","-81.80594722","","",""
"MVN","Mt Vernon-Outland","IL","USA","38.32335444","-88.85847917","","",""
"LVS","Las Vegas Municipal","NM","USA","35.65422222","-105.1423889","","",""
"ECG","Elizabeth City CG Air Station/Municipal","NC","USA","36.26057417","-76.17459778","","",""
"4M8","Clarendon Municipal","AR","USA","34.64870694","-91.39457111","","",""
"7W6","Hyde County","NC","USA","35.5623925","-75.95518417","","",""
"ISZ","Cincinnati-Blue Ash","OH","USA","39.24669444","-84.38897222","","",""
"BAZ","New Braunfels Municipal","TX","USA","29.7045","-98.04222222","","",""
"C35","Reedsburg Municipal","WI","USA","43.52589944","-89.98322194","","",""
"U76","Mountain Home Municipal","ID","USA","43.13125278","-115.7295944","","",""
"45OH","North Bass Island","OH","USA","41.71932528","-82.82196917","","",""
"Y68","Tracy Municipal","MN","USA","44.24995694","-95.60445389","","",""
"8F7","Decatur Municipal","TX","USA","33.25463889","-97.58055556","","",""
"CVX","Charlevoix Municipal","MI","USA","45.30477778","-85.27477778","","",""
"GGI","Grinnell Municipal","IA","USA","41.70916083","-92.73491278","","",""
"2K4","Scott ","OK","USA","34.89172583","-99.52675667","","",""
"0Q6","Shingletown","CA","USA","40.52210111","-121.8177683","","",""
"IGQ","Lansing Municipal","IL","USA","41.53988889","-87.53216667","","",""
"TOG","Togiak Village","AK","USA","59.05284222","-160.3969339","","",""
"SBX","Shelby","MT","USA","48.54125278","-111.8720722","","",""
"U10","Preston","ID","USA","42.10690806","-111.9125389","","",""
"BBD","Curtis ","TX","USA","31.17816667","-99.32463889","","",""
"NUL","Nulato","AK","USA","64.72981944","-158.0731889","","",""
"K20","Wendell H. Ford","KY","USA","37.38783833","-83.26205889","","",""
"LDM","Mason County","MI","USA","43.96253278","-86.40791528","","",""
"SEF","Sebring  And Industrial Park","FL","USA","27.45640278","-81.3424","","",""
"0J0","Abbeville Municipal","AL","USA","31.60016778","-85.23882222","","",""
"6R9","Llano Municipal","TX","USA","30.78450278","-98.66025083","","",""
"MFI","Marshfield Municipal","WI","USA","44.63687972","-90.18932667","","",""
"MLJ","Baldwin County","GA","USA","33.15419444","-83.24061111","","",""
"3U3","Bowman ","MT","USA","46.15313278","-112.86784","","",""
"LOT","Lewis University","IL","USA","41.60844444","-88.09094444","","",""
"M24","Dean Griffin Memorial","MS","USA","30.84324389","-89.15977333","","",""
"KTB","Thorne Bay","AK","USA","55.68796194","-132.5366758","","",""
"JNX","Johnston County","NC","USA","35.54094139","-78.39032944","","",""
"82V","Pine Bluffs Municipal","WY","USA","41.15331528","-104.1302292","","",""
"2H0","Shelby County","IL","USA","39.41042861","-88.8454325","","",""
"CKN","Crookston Muni Kirkwood ","MN","USA","47.84169417","-96.62162028","","",""
"Z73","Nelson Lagoon","AK","USA","56.00753611","-161.1603672","","",""
"AIV","George Downer ","AL","USA","33.10706889","-88.19725167","","",""
"7G8","Geauga County","OH","USA","41.44960972","-81.06292972","","",""
"W33","Friday Harbor","WA","USA","48.53732194","-123.0096236","","",""
"M60","Woodruff County","AR","USA","35.27175278","-91.27040417","","",""
"KIB","Ivanof Bay SPB","AK","USA","55.89753333","-159.4886689","","",""
"EMT","El Monte","CA","USA","34.08600889","-118.0348453","","",""
"MQW","Telfair-Wheeler","GA","USA","32.09577778","-82.88002778","","",""
"Y31","West Branch Community","MI","USA","44.244825","-84.17980472","","",""
"L72","Trona","CA","USA","35.81245333","-117.3272783","","",""
"MSA","Mount Pleasant Municipal","TX","USA","33.12936111","-94.97563889","","",""
"24N","Jicarilla Apache Nation","NM","USA","36.828535","-106.8841914","","",""
"MBT","Murfreesboro Municipal","TN","USA","35.87748444","-86.37753222","","",""
"O21","Hoopa","CA","USA","41.04290778","-123.6683894","","",""
"BFK","Buffalo Municipal","OK","USA","36.86330139","-99.61873056","","",""
"2F5","Lamesa Municipal","TX","USA","32.75627778","-101.9194722","","",""
"TCY","Tracy Municipal","CA","USA","37.68910778","-121.4418172","","",""
"3I2","Mason County","WV","USA","38.91463889","-82.09858333","","",""
"DBN","W. H. \Bud\"" Barron ""","GA","USA","32.56445806","-82.98525556","","",""
"9D7","Cando Municipal","ND","USA","48.4841675","-99.23680389","","",""
"42S","Poplar","MT","USA","48.11595861","-105.1821928","","",""
"X46","Opa-Locka West","FL","USA","25.94898194","-80.42338694","","",""
"OLD","Dewitt Field-Old Town Municipal","ME","USA","44.9525","-68.67433333","","",""
"0V6","Mission Sioux","SD","USA","43.30694778","-100.6281936","","",""
"ITR","Kit Carson County","CO","USA","39.2425","-102.2853889","","",""
"2M2","Lawrenceburg Municipal","TN","USA","35.2343025","-87.25793222","","",""
"02A","Gragg-Wade ","AL","USA","32.85048667","-86.61145333","","",""
"CUT","Custer County","SD","USA","43.73331611","-103.6176947","","",""
"DVN","Davenport Municipal","IA","USA","41.6102775","-90.58832528","","",""
"7N7","Spitfire Aerodrome","NJ","USA","39.73556333","-75.39772111","","",""
"43A","Montgomery County","NC","USA","35.38819528","-79.79281667","","",""
"PUW","Pullman/Moscow Regional","WA","USA","46.74386111","-117.1095833","","",""
"LWC","Lawrence Municipal","KS","USA","39.01115222","-95.21657694","","",""
"81B","Oxford County Regional","ME","USA","44.15742611","-70.48129583","","",""
"0R4","Concordia Parish","LA","USA","31.56683278","-91.50011889","","",""
"ORI","Port Lions","AK","USA","57.8853775","-152.8461011","","",""
"C65","Plymouth Municipal","IN","USA","41.36513333","-86.30050417","","",""
"RIV","March ","CA","USA","33.88057333","-117.2594836","","",""
"IDP","Independence Municipal","KS","USA","37.15837222","-95.77838333","","",""
"ASN","Talladega Municipal","AL","USA","33.56991111","-86.05085833","","",""
"PCZ","Waupaca Municipal","WI","USA","44.33368778","-89.01549861","","",""
"23N","Bayport Aerodrome","NY","USA","40.75843139","-73.05372083","","",""
"SXQ","Soldotna","AK","USA","60.47613889","-151.0324444","","",""
"CQA","Lakefield","OH","USA","40.48408333","-84.56011111","","",""
"AAT","Alturas Municipal","CA","USA","41.483","-120.5653611","","",""
"ZUN","Black Rock","NM","USA","35.08322694","-108.7917769","","",""
"HSR","Hot Springs Municipal","SD","USA","43.36824528","-103.3881378","","",""
"FMY","Page ","FL","USA","26.58661111","-81.86325","","",""
"I83","Salem Municipal","IN","USA","38.60200167","-86.13997889","","",""
"HQZ","Mesquite Metro","TX","USA","32.74696278","-96.53041722","","",""
"OGB","Orangeburg Municipal","SC","USA","33.46094444","-80.85891667","","",""
"7M5","Ozark-Franklin County","AR","USA","35.51069583","-93.8393075","","",""
"SPH","Springhill","LA","USA","32.98316472","-93.41081028","","",""
"4U3","Liberty County","MT","USA","48.51072222","-110.9908639","","",""
"FLP","Marion County Regional","AR","USA","36.29087528","-92.59023417","","",""
"3G3","Wadsworth Municipal","OH","USA","41.00158222","-81.75513111","","",""
"3LF","Litchfield Municipal","IL","USA","39.16635306","-89.67489694","","",""
"M58","Monett Municipal","MO","USA","36.90621528","-94.01275833","","",""
"VPZ","Porter County Municipal","IN","USA","41.45396667","-87.00707139","","",""
"OXI","Starke County","IN","USA","41.3301875","-86.66473194","","",""
"MMH","Mammoth Yosemite","CA","USA","37.62404861","-118.8377722","","",""
"F56","Arledge ","TX","USA","32.91019472","-99.73422972","","",""
"LVM","Mission ","MT","USA","45.69938889","-110.4483056","","",""
"JMS","Jamestown Municipal","ND","USA","46.92971944","-98.67819528","","",""
"8G7","Zelienople","PA","USA","40.80161944","-80.16072889","","",""
"2M8","Charles W. Baker","TN","USA","35.27897583","-89.93147611","","",""
"WA43","Odessa Municipal","WA","USA","47.3582025","-118.6733264","","",""
"WSN","South Naknek 2","AK","USA","58.70343611","-157.0082511","","",""
"ORS","Orcas Island","WA","USA","48.70816","-122.9137961","","",""
"1O6","Dunsmuir Municipal-Mott","CA","USA","41.26320889","-122.2719528","","",""
"X23","Umatilla Municipal","FL","USA","28.922765","-81.65174111","","",""
"S34","Plains","MT","USA","47.47243611","-114.900135","","",""
"CCR","Buchanan ","CA","USA","37.98965639","-122.0568972","","",""
"GRI","Central Nebraska Regional ","NE","USA","40.96747222","-98.30861111","","",""
"3B0","Southbridge Municipal","MA","USA","42.10092806","-72.03840833","","",""
"W05","Gettysburg  & Travel Center","PA","USA","39.84092833","-77.27415139","","",""
"F99","Holdenville Municipal","OK","USA","35.085875","-96.41666667","","",""
"47V","Curtis Municipal","NE","USA","40.63750778","-100.4712539","","",""
"5N8","Casselton Regional","ND","USA","46.85469528","-97.20870028","","",""
"K89","Macon-Fower Memorial","MO","USA","39.72870694","-92.464455","","",""
"HJO","Hanford Municipal","CA","USA","36.31852194","-119.6288675","","",""
"OQW","Maquoketa Municipal","IA","USA","42.050075","-90.73880472","","",""
"IWK","Wales","AK","USA","65.62394028","-168.0991719","","",""
"HKA","Blytheville Municipal","AR","USA","35.94040667","-89.83080583","","",""
"CGA","Craig SPB","AK","USA","55.47883139","-133.1478011","","",""
"93F","Mignon Laird Municipal","OK","USA","35.60393694","-99.70343889","","",""
"KCC","Coffman Cove SPB","AK","USA","56.00324444","-132.8419689","","",""
"MKV","Marksville Municipal","LA","USA","31.09466","-92.06906861","","",""
"BDE","Baudette International","MN","USA","48.72741667","-94.61030556","","",""
"RPB","Belleville Municipal","KS","USA","39.81790861","-97.659625","","",""
"Q84","Mendota","CA","USA","36.75800528","-120.3712794","","",""
"1B3","Fair Haven","VT","USA","43.61534389","-73.27455556","","",""
"HQM","Bowerman","WA","USA","46.97120167","-123.9365581","","",""
"1B9","Mansfield Municipal","MA","USA","42.00013306","-71.19677139","","",""
"HQG","Hugoton Municipal","KS","USA","37.16308056","-101.3705267","","",""
"6S8","Laurel Municipal","MT","USA","45.70308833","-108.7610886","","",""
"P01","Ajo Municipal","AZ","USA","32.45005694","-112.8673778","","",""
"36U","Heber City Municipal/Russ McDonald ","UT","USA","40.48180556","-111.4288056","","",""
"SBD","San Bernardino International","CA","USA","34.09535361","-117.2348742","","",""
"HSA","Stennis International","MS","USA","30.36780778","-89.45461083","","",""
"1S3","Tillitt ","MT","USA","46.27110639","-106.6239206","","",""
"FRG","Republic","NY","USA","40.72878111","-73.41340722","","",""
"SFB","Orlando Sanford","FL","USA","28.77764","-81.23748944","","",""
"BCK","Black River Falls Area","WI","USA","44.25073861","-90.85528028","","",""
"ELK","Elk City Municipal","OK","USA","35.42941083","-99.39425917","","",""
"H30","Hamilton Municipal ","NY","USA","42.84381889","-75.56140194","","",""
"I67","Cincinnati West","OH","USA","39.25894444","-84.77430556","","",""
"T36","Paul Pittman Memorial","MS","USA","31.14601111","-90.168145","","",""
"BCV","Birchwood","AK","USA","61.41612444","-149.50888","","",""
"KPH","Pauloff Harbor SPB","AK","USA","54.45912028","-162.6936406","","",""
"07K","Central City Municipal","NE","USA","41.11668056","-98.05033639","","",""
"9A8","Ugashik","AK","USA","57.5278675","-157.3993056","","",""
"1N2","Spadaro ","NY","USA","40.82787639","-72.74871083","","",""
"3R0","Beeville Municipal","TX","USA","28.36455528","-97.79208194","","",""
"5G9","Toledo Suburban","MI","USA","41.7358775","-83.65541056","","",""
"RYY","Cobb County-McCollum ","GA","USA","34.01315611","-84.59854472","","",""
"CXF","Coldfoot","AK","USA","67.25163417","-150.2065672","","",""
"Q25","Dinsmore","CA","USA","40.49291944","-123.5997589","","",""
"HRO","Boone County","AR","USA","36.26152056","-93.15472889","","",""
"CYO","Pickaway County Memorial","OH","USA","39.51600611","-82.98215361","","",""
"WMO","White Mountain","AK","USA","64.68919444","-163.4125556","","",""
"FAM","Farmington Regional","MO","USA","37.76107917","-90.42859722","","",""
"FHU","Libby AAF-Sierra Vista Municipal","AZ","USA","31.58847222","-110.3443889","","",""
"OMH","Orange County","VA","USA","38.24721639","-78.04561028","","",""
"4J2","Berrien County","GA","USA","31.21255556","-83.22627778","","",""
"F31","Lake Texoma State Park","OK","USA","33.99287639","-96.64249722","","",""
"N37","Monticello","NY","USA","41.62249167","-74.70141111","","",""
"BFR","Virgil I Grissom Municipal","IN","USA","38.84003306","-86.44536361","","",""
"O35","Hollis Municipal","OK","USA","34.70839417","-99.90871194","","",""
"LQK","Pickens County","SC","USA","34.80997222","-82.70288889","","",""
"2O8","Hinton Municipal","OK","USA","35.50592472","-98.34236111","","",""
"RDR","Grand Forks AFB","","USA","47.961167","-97.401167","","",""
"LHZ","Franklin County","NC","USA","36.02334528","-78.33027139","","",""
"M32","Lake Village Municipal","AR","USA","33.3459775","-91.31569833","","",""
"UUU","Newport State","RI","USA","41.53243972","-71.28154389","","",""
"RSH","Russian Mission","AK","USA","61.77967583","-161.3194772","","",""
"S32","Cooperstown Municipal","ND","USA","47.42277361","-98.10587139","","",""
"CAD","Wexford County","MI","USA","44.27531333","-85.41892694","","",""
"RRT","Warroad Intl Swede Carlson ","MN","USA","48.94138889","-95.34838889","","",""
"BKW","Raleigh Cty Memorial","WV","USA","37.78732833","-81.12416417","","",""
"KGX","Grayling","AK","USA","62.89456056","-160.0649042","","",""
"DNS","Denison Municipal","IA","USA","41.9864325","-95.38072083","","",""
"AFN","Jaffrey Municipal Silver Ranch","NH","USA","42.80513417","-72.00302194","","",""
"T28","Lampasas Municipal","TX","USA","31.10672694","-98.19600194","","",""
"D25","Manitowish Waters","WI","USA","46.12197222","-89.88233333","","",""
"CLW","Clearwater Air Park","FL","USA","27.97668639","-82.75874028","","",""
"7D2","Troy-Oakland","MI","USA","42.54294389","-83.17790861","","",""
"SXL","Summersville","WV","USA","38.23163889","-80.87080556","","",""
"PLR","St Clair County","AL","USA","33.55883333","-86.24905556","","",""
"TAL","Ralph M Calhoun Memorial","AK","USA","65.17439528","-152.1093886","","",""
"22I","Vinton County","OH","USA","39.328125","-82.44182167","","",""
"20A","Robbins ","AL","USA","33.97231972","-86.37942722","","",""
"OFK","Karl Stefan Memorial","NE","USA","41.98546389","-97.43511111","","",""
"AL08","Vaiden ","AL","USA","32.51235611","-87.38555472","","",""
"BJJ","Wayne County","OH","USA","40.87480556","-81.88825","","",""
"U34","Green River Muni","UT","USA","38.96136167","-110.2273619","","",""
"O61","Cameron Airpark","CA","USA","38.68407028","-120.9871642","","",""
"MVY","Marthas Vineyard","MA","USA","41.39302583","-70.6143325","","",""
"ART","Watertown Intl","NY","USA","43.99192222","-76.02173861","","",""
"CLM","William R Fairchild Intl","WA","USA","48.12019444","-123.4996944","","",""
"X95","Diego Jimenez Torres","PR","USA","18.30800972","-65.66182806","","",""
"ILE","Killeen Municipal","TX","USA","31.08583333","-97.6865","","",""
"5B7","Rensselaer Air Park","NY","USA","42.69091194","-73.57956","","",""
"SPA","Spartanburg Downtown Memorial","SC","USA","34.91572222","-81.9565","","",""
"EED","Needles","CA","USA","34.76619444","-114.6232931","","",""
"4U6","Circle Town County","MT","USA","47.41861972","-105.5619431","","",""
"HEQ","Holyoke","CO","USA","40.56943056","-102.2726875","","",""
"BWG","Bowling Green-Warren County ","KY","USA","36.96451667","-86.41967917","","",""
"RIF","Richfield Muni","UT","USA","38.73643611","-112.0989444","","",""
"GRD","Greenwood County","SC","USA","34.24872222","-82.15908333","","",""
"AID","Anderson Municipal","IN","USA","40.10862139","-85.61299472","","",""
"H79","Eldon Model Airpark","MO","USA","38.36062611","-92.57157139","","",""
"9M6","Kelly","LA","USA","32.84921361","-91.40390611","","",""
"GMU","Greenville Downtown","SC","USA","34.84794444","-82.35","","",""
"SEZ","Sedona","AZ","USA","34.84862889","-111.7884614","","",""
"JKA","Jack Edwards","AL","USA","30.28951667","-87.67371472","","",""
"Y14","Marv Skie-Lincoln County","SD","USA","43.45747694","-96.80199528","","",""
"M76","Picayune Municipal","MS","USA","30.48748472","-89.65119306","","",""
"AUM","Austin Municipal","MN","USA","43.66499083","-92.933385","","",""
"7B2","La Fleur","MA","USA","42.32816806","-72.61151667","","",""
"AIK","Aiken Municipal","SC","USA","33.64955556","-81.68447222","","",""
"Q17","Boonville","CA","USA","39.0126775","-123.3827864","","",""
"K96","Tuscola","IL","USA","39.78086528","-88.30616","","",""
"53A","Dr. C.P. Savage, Sr.","GA","USA","32.302","-84.00747222","","",""
"4J6","St Marys","GA","USA","30.75468028","-81.55731917","","",""
"DUX","Moore County","TX","USA","35.85792833","-102.0130978","","",""
"RNC","Warren County Memorial","TN","USA","35.69870944","-85.84381722","","",""
"SHG","Shungnak","AK","USA","66.88916556","-157.1505119","","",""
"3FU","Faulkton Municipal","SD","USA","45.03191861","-99.11566417","","",""
"1I5","Freehold","NY","USA","42.36425","-74.06596806","","",""
"IGG","Igiugig","AK","USA","59.32373528","-155.9032733","","",""
"8Y2","Buffalo Municipal","MN","USA","45.15904694","-93.84330361","","",""
"80F","Antlers Municipal","OK","USA","34.19260083","-95.64985889","","",""
"O31","Healdsburg Municipal","CA","USA","38.65352083","-122.8994397","","",""
"S50","Auburn Municipal","WA","USA","47.32815583","-122.2265092","","",""
"SPN","Tinian International Airport","","N Mariana Islands","14.996111","145.621384","","",""
"I86","Perry County","OH","USA","39.69159667","-82.19778583","","",""
"ERV","Kerrville Muni/Louis Schreiner ","TX","USA","29.976735","-99.08567972","","",""
"MWO","Hook Field Municipal","OH","USA","39.53102778","-84.39527778","","",""
"OSU","Ohio State University","OH","USA","40.07977778","-83.07302778","","",""
"77S","Hobby ","OR","USA","43.93206889","-123.0067483","","",""
"UKT","Quakertown","PA","USA","40.43521194","-75.38192861","","",""
"MNV","Monroe County","TN","USA","35.54537222","-84.380235","","",""
